44.25	20.4	1	0	
47.23	21.07	1	0	
70.83	21.08	1	0	
71.14	21.26	1	0	
49.95	21.42	1	0	
55.4	21.83	1	0	
60.63	22.13	1	0	
50.39	22.35	1	0	
37.29	23.33	1	0	
52.34	23.44	1	0	
50.74	23.54	1	0	
74.81	23.72	1	0	
71.03	23.79	1	0	
33.04	23.87	1	0	
64.54	24.15	1	0	
72.51	24.4	1	0	
75.54	24.54	1	0	
77.49	25.03	1	0	
69.97	25.97	1	0	
60.3	26.39	1	0	
31.41	26.73	1	0	
49.61	26.79	1	0	
66.06	27.15	1	0	
61.42	27.4	1	0	
77.01	28.31	1	0	
52.64	28.46	1	0	
66.97	29.52	1	0	
79.36	29.76	1	0	
64.62	30.83	1	0	
64.03	31.39	1	0	
70.49	31.5	1	0	
72.72	31.59	1	0	
55.99	31.92	1	0	
70.01	32.72	1	0	
79.36	32.72	1	0	
50.38	33.35	1	0	
42.1	33.66	1	0	
31.93	35.33	1	0	
67.68	35.64	1	0	
1.71	35.83	1	0	
69.27	36.06	1	0	
64.59	36.43	1	0	
75.04	36.6	1	0	
66.62	36.9	1	0	
72.46	37.29	1	0	
72.58	38.58	1	0	
78.71	39.38	1	0	
70.33	39.95	1	0	
61.51	41.02	1	0	
74.04	42.46	1	0	
67.37	43.83	1	0	
67.87	44.45	1	0	
6.91	47.09	1	0	
16.96	47.16	1	0	
52.78	47.74	1	0	
63.38	48.56	1	0	
24.13	48.82	1	0	
2.2	49.57	1	0	
72.4	49.62	1	0	
77.68	51.68	1	0	
73.1	52.26	1	0	
69.03	52.49	1	0	
57.92	52.62	1	0	
73.91	52.83	1	0	
66.48	53.77	1	0	
72.92	53.93	1	0	
78.54	54.15	1	0	
74.7	54.26	1	0	
58.6	55.13	1	0	
33.58	55.19	1	0	
80.25	56.53	1	0	
49.24	56.73	1	0	
79.47	56.87	1	0	
70.37	57.8	1	0	
66.67	58.13	1	0	
28	59.37	1	0	
70.43	59.41	1	0	
55.55	60.44	1	0	
38.66	60.62	1	0	
41.86	62.22	1	0	
77.63	62.6	1	0	
3.08	62.88	1	0	
67.36	63.08	1	0	
60.72	63.36	1	0	
62.87	63.51	1	0	
68.22	63.56	1	0	
59.16	63.95	1	0	
69.3	64.76	1	0	
72.28	65.42	1	0	
42.19	66.96	1	0	
5.25	67.57	1	0	
58.58	67.81	1	0	
75.26	69.84	1	0	
64.47	70.09	1	0	
60.35	70.44	1	0	
75.6	70.75	1	0	
71.93	71.31	1	0	
59.49	71.67	1	0	
67.26	71.84	1	0	
70.75	72.52	1	0	
39.8	72.63	1	0	
51.34	73.98	1	0	
61.74	73.99	1	0	
41.69	74.53	1	0	
42.07	74.77	1	0	
74.23	75.78	1	0	
74.72	75.95	1	0	
34.67	76.04	1	0	
39.15	76.2	1	0	
61.91	76.35	1	0	
70.72	76.59	1	0	
74.76	77.05	1	0	
51.33	77.09	1	0	
2.89	77.1	1	0	
30.39	77.78	1	0	
73.8	78.08	1	0	
79.95	78.09	1	0	
59.96	78.17	1	0	
55.52	78.69	1	0	
18.77	78.7	1	0	
60.62	79.84	1	0	
74.83	80.75	1	0	
38.46	81.88	1	0	
63.87	81.89	1	0	
76.46	82.07	1	0	
63.44	82.17	1	0	
14.43	82.3	1	0	
34.27	82.31	1	0	
59.2	82.7	1	0	
69.75	82.88	1	0	
46.51	83.56	1	0	
15.24	83.96	1	0	
32.97	84.24	1	0	
56.19	85.23	1	0	
31.91	1.06	0	1	
77.75	1.06	0	1	
25.7	1.34	0	1	
79.17	1.44	0	1	
51.27	2.55	0	1	
78.01	3.91	0	1	
79.74	5.94	0	1	
1.41	8.23	0	1	
26.23	8.73	0	1	
68.78	11.44	0	1	
66.6	13.79	0	1	
66.31	13.8	0	1	
61.46	19.2	0	1	
49.47	19.71	0	1	
48.1	22.62	0	1	
74.57	24.33	0	1	
50.42	24.38	0	1	
75.52	26.34	0	1	
34.54	26.48	0	1	
66.96	27.4	0	1	
72.57	30.01	0	1	
73.1	31.25	0	1	
72.58	32.38	0	1	
56.98	33.24	0	1	
70.36	33.71	0	1	
71.96	35.47	0	1	
77.02	37.3	0	1	
5.17	38.28	0	1	
78.54	39.73	0	1	
70.95	43.12	0	1	
75.69	44.44	0	1	
77.74	45.22	0	1	
13.63	47.45	0	1	
74.25	48.45	0	1	
66.61	50.11	0	1	
2.71	51.8	0	1	
38.56	52.11	0	1	
53.7	52.28	0	1	
72.62	52.88	0	1	
53.03	53.18	0	1	
42.25	53.28	0	1	
54.71	53.37	0	1	
67.63	54.76	0	1	
43.57	55.1	0	1	
62.94	55.25	0	1	
62.32	55.35	0	1	
61.76	55.92	0	1	
7.73	55.97	0	1	
39.43	56.17	0	1	
54.19	56.62	0	1	
57.45	56.65	0	1	
61.64	56.7	0	1	
65.39	56.78	0	1	
52.81	56.88	0	1	
61.11	57.13	0	1	
53.45	57.25	0	1	
64.58	57.34	0	1	
53.01	57.91	0	1	
66.02	58.05	0	1	
58.47	58.11	0	1	
56.52	58.17	0	1	
65.04	58.36	0	1	
66.61	58.36	0	1	
52.09	58.45	0	1	
60.08	58.59	0	1	
64.09	58.63	0	1	
64.68	58.79	0	1	
53.6	58.85	0	1	
52.75	58.9	0	1	
52.67	58.95	0	1	
52.89	58.96	0	1	
55.56	58.99	0	1	
52.07	59.07	0	1	
52.59	59.18	0	1	
67.91	59.27	0	1	
46.03	59.3	0	1	
45.53	59.44	0	1	
56.97	59.45	0	1	
53.02	59.63	0	1	
55.44	59.68	0	1	
66.37	59.75	0	1	
53.1	59.79	0	1	
42.71	59.85	0	1	
54.19	59.86	0	1	
54.71	59.98	0	1	
45.38	60.03	0	1	
54.29	60.07	0	1	
64.79	60.12	0	1	
64.14	60.21	0	1	
44.4	60.38	0	1	
52.88	60.64	0	1	
54.21	60.71	0	1	
52.25	60.8	0	1	
53.92	61.53	0	1	
52.77	61.58	0	1	
52.68	61.71	0	1	
52.21	61.88	0	1	
53.35	62.07	0	1	
66.73	62.86	0	1	
54.08	62.89	0	1	
53.54	62.92	0	1	
66.19	63.08	0	1	
52	63.15	0	1	
52.43	63.28	0	1	
66.67	63.94	0	1	
66.4	63.97	0	1	
35.4	64.02	0	1	
53.76	64.81	0	1	
35.03	64.99	0	1	
53.69	65.04	0	1	
38.66	65.2	0	1	
4.44	65.23	0	1	
52.71	65.3	0	1	
41.37	65.52	0	1	
36.06	65.64	0	1	
43.95	65.85	0	1	
39.14	66.06	0	1	
4.96	66.16	0	1	
71.92	66.24	0	1	
4.68	66.31	0	1	
38.58	66.5	0	1	
41.8	66.56	0	1	
36.32	66.88	0	1	
38.37	67.14	0	1	
39.01	67.35	0	1	
37.94	67.38	0	1	
40.3	67.42	0	1	
40.42	67.57	0	1	
45.45	67.78	0	1	
76.02	67.85	0	1	
32.46	68.13	0	1	
53.29	68.17	0	1	
44.22	68.25	0	1	
39.17	68.61	0	1	
34.26	68.81	0	1	
30.1	68.89	0	1	
38.26	68.92	0	1	
34.32	69	0	1	
37.56	69.04	0	1	
36.98	69.14	0	1	
44.26	69.14	0	1	
45.19	69.23	0	1	
31.18	69.29	0	1	
37.55	69.47	0	1	
38.19	69.49	0	1	
39.93	69.61	0	1	
29.81	69.65	0	1	
36.44	69.67	0	1	
34.12	69.69	0	1	
22.96	69.78	0	1	
39.37	69.89	0	1	
36.34	69.93	0	1	
36.61	70.05	0	1	
38.9	70.07	0	1	
36.17	70.19	0	1	
42.81	70.23	0	1	
40.23	70.32	0	1	
41.01	70.34	0	1	
36.15	70.35	0	1	
37.6	70.4	0	1	
48.08	70.42	0	1	
30.18	70.46	0	1	
46.72	70.46	0	1	
37.96	70.5	0	1	
40.88	70.5	0	1	
37.29	70.62	0	1	
37.99	70.63	0	1	
45.56	70.65	0	1	
34.79	70.81	0	1	
38.17	70.85	0	1	
39.29	70.86	0	1	
35.1	70.93	0	1	
39.59	70.94	0	1	
30.36	71.2	0	1	
31.25	71.22	0	1	
36.63	71.22	0	1	
28.44	71.88	0	1	
50.64	72.11	0	1	
42.31	72.17	0	1	
34.48	72.19	0	1	
30.17	72.37	0	1	
36.51	72.89	0	1	
31.57	73.46	0	1	
3.36	73.53	0	1	
18.84	79.78	0	1	
67.06	80.34	0	1	
75.98	80.82	0	1	
67.36	81.35	0	1	
67.72	81.79	0	1	
67.25	81.94	0	1	
77.42	82.54	0	1	
69.66	83.62	0	1	
15.28	84.33	0	1	
