96.18	53.39	0	1	
92.92	41.84	0	1	
92.44	55.52	0	1	
85.59	20.3	0	1	
84.03	73	0	1	
83.81	75.55	0	1	
80.11	16.86	0	1	
77.22	54.42	0	1	
75.52	79.95	0	1	
75.08	13.17	0	1	
75.04	79.37	0	1	
74.71	79.79	0	1	
72.25	24.49	0	1	
72.09	26.65	0	1	
71.73	32.16	0	1	
71.41	13.42	0	1	
68.52	7.27	0	1	
68.07	10.55	0	1	
67.42	9.79	0	1	
67.33	10.04	0	1	
64.86	77.42	0	1	
59.09	83.99	0	1	
57.35	13.75	0	1	
55.63	32.18	0	1	
54.72	17.15	0	1	
54.29	27.25	0	1	
53.54	23.65	0	1	
52.56	4.76	0	1	
52.02	19.78	0	1	
49.84	17.5	0	1	
49.6	5.34	0	1	
49.47	30.81	0	1	
49.39	5.56	0	1	
49.24	2.45	0	1	
46.07	8.24	0	1	
45.57	17.93	0	1	
44.45	79.34	0	1	
43.68	13.58	0	1	
43.65	28.73	0	1	
43.59	13.5	0	1	
43.2	2.32	0	1	
43.04	39.98	0	1	
42.68	0.94	0	1	
42.23	2.25	0	1	
41.09	29.67	0	1	
41.01	30.33	0	1	
40.51	58.31	0	1	
39.4	20.6	0	1	
34.68	50.37	0	1	
34.42	50.05	0	1	
30.48	51.78	0	1	
24.74	41.18	0	1	
23.47	47.32	0	1	
23.44	47.04	0	1	
20.06	62.86	0	1	
15.61	31.23	0	1	
14.67	34.75	0	1	
2.03	77.15	0	1	
1.92	83.7	0	1	
74.39	35.72	0	1	
53.52	27.87	0	1	
55.5	32.07	0	1	
69.7	75.64	0	1	
22.74	22.08	0	1	
42.43	48.47	0	1	
51.1	11.13	0	1	
40.55	20.97	0	1	
42.62	48.74	0	1	
43.46	24.62	0	1	
80.32	37.04	0	1	
80	37.01	0	1	
58.53	4.88	0	1	
57.92	5.55	0	1	
55.12	7.31	0	1	
41.12	12.45	0	1	
72.97	13.45	0	1	
72.12	6.5	0	1	
44.99	23.25	0	1	
42.68	11.82	0	1	
41.92	12.63	0	1	
76.11	19.85	0	1	
68.77	11.8	0	1	
50.29	2.16	0	1	
25.22	32.5	0	1	
13.83	24.68	0	1	
78.19	15.76	0	1	
77.66	14.52	0	1	
72.1	20.57	0	1	
66.62	11.63	0	1	
53.76	9.05	0	1	
53.32	15.5	0	1	
50.11	2.19	0	1	
49.12	37.75	0	1	
47.37	7.2	0	1	
42.58	13.52	0	1	
31.06	51.58	0	1	
75.86	13.4	0	1	
71.11	18.02	0	1	
66.81	16.46	0	1	
55.15	7.82	0	1	
54.63	3.47	0	1	
52.78	7.62	0	1	
49.06	3.37	0	1	
84.26	12.01	0	1	
72.98	6.23	0	1	
63.03	8.12	0	1	
57.39	4.43	0	1	
41.69	20.7	0	1	
31.43	42.11	0	1	
29.01	4.67	0	1	
90.98	8.89	0	1	
82.07	8.14	0	1	
64.99	13	0	1	
64.09	6.96	0	1	
50.72	7.04	0	1	
40.1	60.63	0	1	
64.3	12.23	0	1	
54.89	7.48	0	1	
53.12	4.15	0	1	
48.88	6.39	0	1	
44	18.64	0	1	
41.89	7.84	0	1	
101.14	17.64	0	1	
72.91	17.07	0	1	
53.59	8.82	0	1	
53.52	9.62	0	1	
50.82	4.93	0	1	
44.29	7.24	0	1	
82.05	16.21	0	1	
68.48	15.85	0	1	
67.65	9.83	0	1	
65.42	13.02	0	1	
64.45	34.34	0	1	
52.77	22.82	0	1	
52.04	5.42	0	1	
28.34	3.03	0	1	
70.02	16.85	0	1	
42.43	23.26	0	1	
72.12	16.52	0	1	
60.35	2.26	0	1	
45.19	19.24	0	1	
55.53	29.15	0	1	
33.54	14.83	0	1	
55.5	16.91	0	1	
64.44	5.29	0	1	
22.67	49.27	0	1	
