       0     104       0      88     668
  89.584  19.866       1       0
   34.17  72.959       1       0
  19.567  62.401       1       0
 101.418  80.707       1       0
  42.579  58.154       1       0
  34.521  64.053       1       0
   98.96  41.801       1       0
  58.396  78.467       1       0
   56.18  76.535       1       0
  53.524  80.152       1       0
  73.325  51.998       1       0
  98.286  40.104       1       0
  32.086  48.922       1       0
  25.693  47.236       1       0
  99.975  12.184       1       0
  12.094  78.444       1       0
  99.908  36.155       1       0
   1.792  26.448       1       0
  37.008  78.481       1       0
  21.801  77.644       1       0
  76.008  44.703       1       0
  64.882  35.765       1       0
  55.426  53.003       1       0
  84.366  16.163       1       0
   7.367  65.007       1       0
  15.499   64.68       1       0
  96.191  23.174       1       0
  31.028  57.652       1       0
  28.863   84.97       1       0
  90.374  25.695       1       0
 100.622  22.241       1       0
 100.796  46.335       1       0
  23.183  39.969       1       0
  93.668  39.874       1       0
  44.542  78.633       1       0
    0.44  73.639       1       0
 100.086  69.345       1       0
  53.594  73.962       1       0
  44.869  80.212       1       0
  77.095  50.329       1       0
  13.925   30.02       1       0
  99.254  29.964       1       0
  60.971  77.019       1       0
   17.01  69.316       1       0
  94.837  46.545       1       0
  68.638  22.312       1       0
  69.831   1.151       1       0
  45.204  49.416       1       0
  77.599   6.885       1       0
  50.892  81.348       1       0
  36.999  56.963       1       0
  37.943  41.351       1       0
  20.204  14.518       1       0
  88.344  79.997       1       0
  37.471  64.647       1       0
  71.886  69.022       1       0
  28.837  23.358       1       0
   92.07   4.687       1       0
  99.961  65.232       1       0
  94.209  76.478       1       0
  90.201  62.466       1       0
   64.41  39.067       1       0
  15.127   72.26       1       0
  33.377  83.269       1       0
  13.368  74.623       1       0
   3.187  44.727       1       0
  70.808  20.592       1       0
  85.228  75.355       1       0
  33.062  68.796       1       0
  62.048  11.639       1       0
  98.085  45.254       1       0
  28.178  66.108       1       0
  64.589  78.227       1       0
  59.779  60.091       1       0
  69.602  67.055       1       0
 102.877  80.989       1       0
   48.53  58.537       1       0
  79.866  35.668       1       0
  44.736  82.973       1       0
  42.889  72.521       1       0
  94.026  19.175       1       0
  54.979  57.361       1       0
   0.031  17.717       1       0
  79.576  79.932       1       0
  65.013   82.62       1       0
   9.947  66.481       1       0
  26.187   63.41       1       0
  92.277  64.395       1       0
  13.743  24.576       1       0
   6.887   2.706       0       1
  73.643  29.192       0       1
  80.155  12.354       0       1
   86.19  17.113       0       1
  31.201   5.231       0       1
   8.796  54.932       0       1
  13.394  32.257       0       1
  22.687  55.996       0       1
  87.675  76.062       0       1
  55.489  23.274       0       1
  37.799    36.9       0       1
  22.557  14.522       0       1
  30.919  72.325       0       1
  99.058   0.846       0       1
  34.572  30.859       0       1
   3.107   12.09       0       1
  38.748  72.833       0       1
  52.145  18.494       0       1
  14.136  48.068       0       1
  82.162  58.619       0       1
  43.862  43.715       0       1
  43.272  68.767       0       1
  85.621  85.653       0       1
   84.58  56.296       0       1
  35.726  80.727       0       1
  50.341   58.47       0       1
  39.227  33.917       0       1
  97.651  69.511       0       1
  59.312  38.117       0       1
  35.442    68.1       0       1
  39.773  42.502       0       1
   47.41  81.848       0       1
   61.49  73.508       0       1
  55.536  76.138       0       1
  22.538  62.014       0       1
  51.467  85.026       0       1
 102.292   53.07       0       1
  32.065  58.959       0       1
  67.625  52.515       0       1
   4.642  50.098       0       1
  95.308  41.648       0       1
   18.38   54.42       0       1
  24.002  67.479       0       1
  88.991  10.836       0       1
  21.396   71.01       0       1
  14.344   83.17       0       1
  23.255  48.032       0       1
 102.568  44.318       0       1
  63.744  49.366       0       1
  86.348  26.266       0       1
  16.961  80.595       0       1
   47.23  82.631       0       1
  99.791  20.664       0       1
    5.45  66.261       0       1
  30.359  16.197       0       1
   0.638  33.601       0       1
  91.422  24.456       0       1
  88.503  68.711       0       1
  80.697   5.836       0       1
   7.238  46.532       0       1
   7.574   2.102       0       1
  93.985  45.905       0       1
  86.304  52.143       0       1
  67.921  31.078       0       1
   34.09  17.132       0       1
  30.157   8.224       0       1
   25.88  84.384       0       1
  47.318  83.326       0       1
 103.397   53.98       0       1
  97.315  37.711       0       1
  96.634   78.61       0       1
  94.036  28.563       0       1
  92.556   65.25       0       1
  85.637   17.21       0       1
  83.253  72.014       0       1
  82.552   1.845       0       1
  78.684   3.713       0       1
  72.139  76.081       0       1
  71.136  25.758       0       1
  70.687  26.004       0       1
  69.855  49.049       0       1
   66.66  29.096       0       1
  64.213      72       0       1
  63.438   26.18       0       1
  63.071   43.86       0       1
  63.058  22.878       0       1
  61.776  79.425       0       1
  61.219  75.077       0       1
  59.318  83.946       0       1
  58.984  69.736       0       1
   57.59  52.446       0       1
  55.607  13.191       0       1
  55.341  61.434       0       1
  53.057  22.722       0       1
  49.925   77.22       0       1
  45.322   24.31       0       1
   42.94  78.658       0       1
  41.576  35.343       0       1
  39.265  37.541       0       1
  37.576  67.227       0       1
  34.148   20.84       0       1
   32.78  44.607       0       1
  29.846  41.558       0       1
  25.426  46.257       0       1
  19.647  67.864       0       1
  18.955  28.568       0       1
  16.137  15.498       0       1
  14.094  58.122       0       1
   7.236   84.02       0       1
   6.795  41.832       0       1
   2.887  46.104       0       1
  77.036  53.471       0       1
  63.193  65.338       0       1
 103.972  45.855       0       1
 103.759  49.116       0       1
 103.704  47.666       0       1
 103.285  73.624       0       1
 102.702   1.929       0       1
 102.674  29.353       0       1
 102.146   5.892       0       1
  101.86  51.634       0       1
 101.309   30.63       0       1
  101.17  49.197       0       1
 101.074  59.464       0       1
 100.375  55.287       0       1
 100.354  46.967       0       1
 100.188  53.404       0       1
 100.088  58.407       0       1
  99.825  37.076       0       1
  98.969   2.127       0       1
  98.963  55.997       0       1
  98.896   50.09       0       1
  98.807  30.495       0       1
  98.595  16.943       0       1
  98.328   8.941       0       1
  96.525  79.648       0       1
  96.322    49.4       0       1
  96.234  50.939       0       1
  95.899  12.213       0       1
  95.109  66.421       0       1
  95.049  49.982       0       1
  94.885   2.001       0       1
   94.38  60.221       0       1
  93.908  50.168       0       1
  93.766  13.772       0       1
   93.54  46.726       0       1
  92.692  57.422       0       1
  92.673  61.498       0       1
  90.935  79.189       0       1
  90.265  66.778       0       1
  90.108  17.142       0       1
  90.059  47.129       0       1
  89.637  70.952       0       1
  89.437    67.3       0       1
  88.959  76.312       0       1
  88.135  51.008       0       1
  87.825    6.15       0       1
  87.785  20.369       0       1
  87.721  50.814       0       1
  87.706  77.338       0       1
  87.568  62.921       0       1
  86.919  31.376       0       1
  86.391   36.09       0       1
  85.309  64.069       0       1
  84.924    7.29       0       1
  84.845  11.381       0       1
  84.244  83.097       0       1
  84.236   72.46       0       1
   83.94  45.716       0       1
  83.505  75.157       0       1
  83.404   10.63       0       1
   83.27  35.504       0       1
  82.636   23.82       0       1
  82.435  76.784       0       1
  82.217  67.705       0       1
  82.078  21.781       0       1
  80.599  65.779       0       1
  80.571   3.429       0       1
   79.92  67.969       0       1
  79.629  77.582       0       1
  79.496  30.049       0       1
  79.329  74.769       0       1
  79.299   17.08       0       1
  79.215  72.306       0       1
  79.174  18.599       0       1
  78.608  78.524       0       1
   78.58  14.634       0       1
  78.339  20.098       0       1
  78.227  16.318       0       1
  77.574  73.297       0       1
  77.098  81.394       0       1
  75.813  70.545       0       1
  75.803   44.03       0       1
  75.527  44.525       0       1
  74.804  81.594       0       1
  74.619   66.33       0       1
  74.565  23.445       0       1
  74.321  75.428       0       1
  72.317  31.348       0       1
  71.349  58.641       0       1
  71.328  15.879       0       1
  71.062  71.361       0       1
  70.411   7.224       0       1
  70.004  69.691       0       1
   68.92  78.895       0       1
  68.148  71.757       0       1
  67.985  11.593       0       1
   67.59  85.736       0       1
  67.402  45.552       0       1
  67.034  71.994       0       1
  66.631   68.37       0       1
  66.556  71.836       0       1
  66.335  10.071       0       1
  65.597  54.801       0       1
  64.932  69.544       0       1
  63.853  57.691       0       1
  63.013   19.85       0       1
  62.544  51.499       0       1
  62.079  74.606       0       1
  60.733  52.458       0       1
  60.728  52.632       0       1
   60.54   0.974       0       1
  60.168  47.318       0       1
  59.916  56.474       0       1
  59.183  19.788       0       1
  59.009   45.65       0       1
  58.677  30.796       0       1
  58.536  55.407       0       1
  57.601  58.402       0       1
  57.287  79.731       0       1
  56.995  53.958       0       1
  56.304  18.395       0       1
  55.799  81.328       0       1
  55.598  80.174       0       1
  54.059  68.038       0       1
  53.241   7.748       0       1
  52.904  15.506       0       1
   52.65  74.533       0       1
  52.378  23.715       0       1
  51.925  65.031       0       1
  51.772  27.479       0       1
  50.941   3.174       0       1
  48.807   74.96       0       1
  48.803  55.524       0       1
  48.098   54.01       0       1
  47.744  39.422       0       1
  47.725  36.004       0       1
  46.649  52.416       0       1
  46.535  30.092       0       1
  46.231   30.11       0       1
  45.608  73.616       0       1
  44.651  62.762       0       1
  44.344  62.528       0       1
  44.024  83.349       0       1
  43.743  36.451       0       1
  42.925  27.119       0       1
  42.584  74.634       0       1
  42.535  19.765       0       1
   42.38   0.013       0       1
  41.387   31.16       0       1
   40.95  77.658       0       1
   40.92  57.887       0       1
  40.912  50.386       0       1
  40.817  86.234       0       1
  40.511  29.234       0       1
  40.496  24.533       0       1
  38.487  49.925       0       1
  38.344  47.524       0       1
  38.302  71.794       0       1
    38.1  22.702       0       1
  37.846  62.891       0       1
  37.378  25.138       0       1
  36.539  49.924       0       1
  34.298   60.41       0       1
  33.138  59.735       0       1
  32.841  38.619       0       1
  32.529  38.881       0       1
   31.54  51.379       0       1
  30.939  43.476       0       1
  29.719  38.364       0       1
  29.377  51.897       0       1
  28.906  79.127       0       1
  27.013  56.204       0       1
  25.703   3.778       0       1
  25.702   0.487       0       1
   24.67  31.251       0       1
  24.492  61.489       0       1
  24.345  75.828       0       1
  24.341  35.185       0       1
  23.791  72.161       0       1
  23.048  75.534       0       1
  21.749  37.612       0       1
  21.741  76.138       0       1
  21.304  52.232       0       1
   20.66   25.04       0       1
  19.819  47.304       0       1
  19.457   81.42       0       1
  17.901  12.367       0       1
  17.657  40.742       0       1
  17.496   11.69       0       1
  17.038    21.9       0       1
   16.93  31.608       0       1
  16.882  40.653       0       1
  16.278   7.636       0       1
  16.103  77.492       0       1
   15.97  74.149       0       1
  14.911   44.01       0       1
  14.149   11.54       0       1
  14.119   27.63       0       1
   13.54  24.717       0       1
  13.296  20.396       0       1
   12.98  38.009       0       1
    12.3  68.025       0       1
  11.966  69.285       0       1
  11.311  86.509       0       1
  11.218   0.287       0       1
  10.843  70.221       0       1
   10.84  67.963       0       1
  10.268  83.163       0       1
   8.113  20.817       0       1
   7.552  66.443       0       1
   7.279  50.874       0       1
    5.39   82.25       0       1
   4.457   83.63       0       1
   4.177  29.674       0       1
   3.969  61.454       0       1
   3.236  84.242       0       1
   2.726  65.616       0       1
   2.603  28.038       0       1
   1.074  86.621       0       1
   0.973  29.482       0       1
    0.82  87.726       0       1
