"x";"y";"mark"
42.28;41.76;2
42.68;10.97;2
49.76;5.64;2
103.77;55.87;2
95.84;57.98;2
94.68;49.21;2
93.91;52.89;2
91.78;55.33;2
83.81;82.74;2
83.73;65.43;2
78.87;74.94;2
76.34;62.49;2
76.16;75.08;2
75.11;60.21;2
74.88;78.68;2
70.56;77.28;2
43.67;49.61;2
43.51;70.5;2
24.71;82.2;2
15.26;45.44;2
13.81;86.13;2
82.22;23.5;2
62.91;70.68;2
23.73;44.91;2
95.82;50.68;2
69.01;9.82;2
84.36;67.59;2
5.74;82.11;2
98.88;58;2
88.99;56.67;2
88.88;57.35;2
84.01;86.67;2
83.85;63;2
79.59;78.5;2
78.03;78.36;2
20.12;82.76;2
2.54;86.31;2
2;73.8;2
61.44;78.65;2
25.28;34.41;2
51.98;20.15;2
79.05;8.22;2
39.45;2.86;2
68.71;16.91;2
64.94;14.13;2
4.22;83.13;2
46.17;23.32;2
34.09;73.54;2
100.15;53.83;2
96.22;54.26;2
90.14;66.66;2
85.65;66.91;2
79.92;65.38;2
72.4;32.68;2
51.16;75.69;2
44.71;72.3;2
82.83;83.1;2
74.88;14.28;2
37.33;56.53;2
101.81;29.31;2
72.8;12.29;2
41.74;14.22;2
48.61;30.78;2
102.07;58.42;2
78.69;75.45;2
71.65;73.28;2
71.58;67.96;2
69.17;87.49;2
67.62;78.63;2
61.36;81.91;2
41.17;16.84;2
30.25;37.04;2
16.58;76.48;2
7.58;69.85;2
63.34;81.35;2
48.99;73.55;2
73.97;15.5;2
53.31;81.74;2
77.17;10.57;2
57.52;15.15;2
36.13;53.45;2
68.09;6.57;2
61.11;24.48;2
42.38;2.17;2
88.8;59.58;2
84.51;87.07;2
101.97;45.52;2
100.86;47.7;2
98.48;15.67;2
84.26;78.98;2
83.81;83.29;2
46.11;72.37;2
12.19;37.47;2
10.08;84.44;2
17.04;76.08;2
69.09;8.29;2
59.47;86.32;2
43.76;47.39;2
54.46;16.04;2
46.65;29.44;2
57.72;56.76;2
46.46;31.4;2
26.21;17.33;2
42.22;4.01;2
41.04;5.25;2
77.17;60.33;2
60.67;49.56;2
99.5;51.12;2
90.02;72.45;2
83.64;82.18;2
82.7;48.73;2
82.3;74.58;2
73.3;65.9;2
59.13;80.34;2
43.04;2.07;2
21.74;37.11;2
12.29;81.17;2
49.85;38.48;2
52.93;20.13;2
22.84;22.59;2
33.01;16.31;2
48.52;28.55;2
103.84;28.9;2
29.38;4.44;2
44.98;13.84;2
18.17;0.94;2
101.37;62.18;2
82.91;83.82;2
78.1;61.43;2
76.08;77.82;2
75.69;65.65;2
66.28;76.28;2
63.54;79.06;2
58.86;73.89;2
58.32;37.88;2
52.32;82.43;2
48.48;74.18;2
47.29;77.94;2
36.14;3.89;2
30.05;50.54;2
29.46;74.71;2
23.73;54.16;2
22.59;81.6;2
86.02;84.95;2
33.01;10.29;2
51.83;27.34;2
47.7;27.58;2
47.06;0.36;2
11.45;44.22;2
95.61;29.1;2
67.88;9.95;2
50.81;6.6;2
61.09;24.78;2
58.3;81.24;2
103.7;4.9;2
95.96;55.08;2
93.42;48.55;2
81.42;67.16;2
70.49;78.6;2
64.01;52.28;2
59.63;77.84;2
56.99;80.46;2
40.13;54.89;2
30.57;78.61;2
11.77;68.99;2
7.91;67.43;2
54.85;33.44;2
20.96;48.6;2
65.79;13.53;2
52.02;19.52;2
73.19;20.19;2
63.65;27.6;2
44.57;0.75;2
99.62;58.8;2
97.27;53.42;2
95.62;56.02;2
88.56;81.24;2
85;80.26;2
72.5;72.5;2
71.99;24.9;2
63.75;80.09;2
62.5;85.62;2
61.45;79.5;2
61.1;77.46;2
60.49;81;2
60.21;78.32;2
60.18;75.69;2
59.89;46.31;2
58.54;84.23;2
56.61;80.18;2
52.25;5.39;2
35.65;51.38;2
25.29;78.44;2
23.7;79.69;2
22.37;80.55;2
16.62;58.77;2
14.06;87.03;2
11.89;68.07;2
41.3;30.85;2
25.21;79.93;2
41.65;24.71;2
55.46;48.82;2
55.42;70.71;2
53.43;15.62;2
72.97;13.78;2
65.74;8.99;2
53;16.15;2
40.56;46.46;2
100.6;53.21;2
102.76;59;2
73.62;20.97;2
64.78;6.26;2
95.61;59.54;2
93.27;55.91;2
87.18;73.6;2
84.3;76.18;2
82.64;65.55;2
82.56;22.95;2
80.43;77.96;2
77.02;60.16;2
74;66.22;2
63.68;82.91;2
62.78;82.47;2
60.44;69.03;2
55.82;83.64;2
46.5;0.87;2
23.38;80.54;2
73.26;16.27;2
42.5;5.34;2
54.68;22.58;2
54.69;22.43;2
62.47;8.2;2
51.89;27.61;2
76.35;22.51;2
102.74;59.48;2
101.94;47.71;2
91.71;76.77;2
87.33;85.33;2
75.3;79.64;2
75.19;15.36;2
68.16;80;2
63.17;78.67;2
60.63;76.68;2
46.69;73.42;2
45.96;16.51;2
42.32;47.9;2
23.56;87.52;2
22.16;47.64;2
21.61;40.19;2
8.83;83.66;2
47.13;36.32;2
96.96;45.76;2
45.06;24.98;2
53.36;20.05;2
47.17;0.82;2
13.61;8.33;2
96.75;17.16;2
51.93;36.74;2
99.92;51.29;2
93.11;56.41;2
87.34;59.61;2
83.26;82.1;2
81.08;77.63;2
75.46;79.97;2
73.94;24.48;2
56.26;30.92;2
38.24;23.07;2
21.37;47.88;2
10.67;84.12;2
67.19;30.93;2
94.88;58.51;2
19.6;65.02;2
77.77;14.4;2
52.51;78.17;2
46.03;30.52;2
102.37;49.4;2
62.99;8.16;2
70.76;16.73;2
56.1;18.06;2
57.23;19.14;2
101.27;20.21;2
103.67;57.96;2
103.47;57.4;2
98.32;53.09;2
93.07;60.59;2
86.97;84.32;2
81.61;86.25;2
81.35;71.47;2
71.69;31.23;2
63.27;79.63;2
63.09;84.05;2
61.44;54.51;2
60.74;72.06;2
56.7;79;2
56.34;77.93;2
54.74;36.75;2
43.67;54.85;2
42.43;62.24;2
13.16;67.49;2
10.97;84.82;2
6.06;87.75;2
2.94;68.12;2
40.79;16.46;2
32.61;64.16;2
41.06;1.2;2
26.88;63.38;2
68.42;6.43;2
32.79;10.01;2
32.99;10.16;2
51.25;18.21;2
37.39;0.54;2
70.89;17.57;2
67.88;10.4;2
44.23;9.85;2
0.01;22.63;2
39.57;6.38;2
65.07;12.73;2
100.72;58.39;2
99.73;51.59;2
91.75;55.97;2
79.25;55.51;2
78.01;60.73;2
76.42;63.44;2
76.24;56.71;2
67.98;38.26;2
59.13;86.21;2
56.87;87.8;2
47.24;1.24;2
22.25;51.48;2
20.29;85.7;2
19.71;45.3;2
18.1;85.87;2
3.16;81.66;2
39.61;6.71;2
75.74;50.79;2
30.4;13.63;2
51.99;19.95;2
50.94;8.78;2
55.32;27.82;2
101.53;1.92;2
100.21;57.89;2
90.4;73.69;2
90.24;72.8;2
90.01;65.18;2
82.53;73.95;2
74.3;24.01;2
64.96;85.09;2
57.66;84.3;2
55.44;34.03;2
25.66;39.2;2
23.16;46.83;2
18.8;81.88;2
5.9;82.46;2
3.33;83.38;2
57.17;83.27;2
44.81;15.05;2
44.09;13.33;2
39.84;46.03;2
70.9;17.14;2
59.05;37.86;2
51.29;26.84;2
48.73;1.68;2
58.59;16.88;2
60.3;85.34;2
53.28;7.3;2
55.43;22.36;2
57.67;49.76;2
23.53;47.19;2
54.67;23.36;2
102.53;29.77;2
83.11;72.31;2
80.4;61.39;2
79.5;72.98;2
78.17;71.35;2
75.92;28.42;2
73.13;16.2;2
69.7;87.18;2
61.7;81.57;2
60.72;81.89;2
54.57;45.87;2
51.8;75.57;2
46.95;73.37;2
44.02;3.09;2
43.31;26.95;2
42.68;54.08;2
40.45;58.93;2
12.62;69.12;2
8.47;86.37;2
2.98;76.41;2
43.48;22.88;2
25.11;49.35;2
24.5;36.19;2
26.24;6.2;2
79.68;18.28;2
52.38;5.41;2
69.72;18.3;2
40.89;19.15;2
47.54;16.07;2
43.94;14.19;2
32.71;34.52;2
43.01;28.28;2
25.1;13.21;2
42.91;1.96;2
30.13;9.5;2
28.64;7.14;2
56.86;49.95;2
10.07;81.64;2
100.82;53.37;2
97.76;17.54;2
90.84;47.58;2
86.03;74.02;2
85.14;71.33;2
81.53;75.99;2
76.77;72.16;2
75.42;78.97;2
73.38;82.82;2
46.26;1.67;2
43.84;55.63;2
43.58;55.01;2
36.67;55.37;2
21.42;70.23;2
3.54;87.78;2
80.89;16.73;2
50.95;9.47;2
94.8;29.12;2
52.8;21.7;2
49.18;4.49;2
56.48;18.98;2
12.74;19.03;2
10.63;46.79;2
67.47;72.8;2
53.53;22.23;2
58.71;22.71;2
43.57;16.32;2
100.62;16.09;2
40.92;57.58;2
47.49;39.3;2
99.62;47.36;2
98.52;57.13;2
79;62.86;2
75.16;19.65;2
74.9;73.49;2
55.72;32.01;2
49.28;19.08;2
47.99;27.97;2
46.18;1.43;2
42.87;12.79;2
36.71;50.15;2
36.48;54.52;2
18.93;85.21;2
98.49;17.16;2
48.81;39.3;2
52.62;20.05;2
55.53;6.48;2
50.6;15.96;2
64.52;13.56;2
51.05;7.68;2
53.46;6.46;2
90.12;11.65;2
92.5;20.86;2
79.21;9.48;2
99.68;55.17;2
78.02;38.06;2
73.02;55.62;2
56.37;80.32;2
54.66;17.16;2
47.82;15.64;2
46.13;3.03;2
45.42;0.53;2
43.67;18.41;2
42.32;4.35;2
25.79;74.18;2
23.23;34.7;2
4.09;31.87;2
78.02;24.42;2
10.92;69.52;2
61.02;46.96;2
29.44;37.01;2
84.36;23.88;2
43.88;22.84;2
43.84;17.95;2
43.7;18.82;2
51.84;20.15;2
46.2;8.42;2
55.44;30.8;2
41.13;4.96;2
53.8;7.12;2
44.78;12.73;2
72.34;82.07;2
64.48;76.08;2
44.75;13.97;2
41.15;30.44;2
24.41;20.73;2
54.93;8.46;2
77.86;12.36;2
77.67;7.43;2
47.29;18.9;2
53.61;8.96;2
44.31;25.19;2
80.31;23.5;2
47.47;73.54;2
29.9;51.62;2
55.37;5.24;2
37.25;24.34;2
44.84;24.93;2
