"x";"y";"mark"
64.03;31.39;1
70.49;31.5;1
72.72;31.59;1
55.99;31.92;1
70.01;32.72;1
79.36;32.72;1
50.38;33.35;1
42.1;33.66;1
31.93;35.33;1
67.68;35.64;1
1.71;35.83;1
69.27;36.06;1
64.59;36.43;1
75.04;36.6;1
66.62;36.9;1
72.46;37.29;1
72.58;38.58;1
78.71;39.38;1
70.33;39.95;1
61.51;41.02;1
74.04;42.46;1
67.37;43.83;1
67.87;44.45;1
6.91;47.09;1
16.96;47.16;1
52.78;47.74;1
63.38;48.56;1
24.13;48.82;1
2.2;49.57;1
72.4;49.62;1
77.68;51.68;1
73.1;52.26;1
69.03;52.49;1
57.92;52.62;1
73.91;52.83;1
66.48;53.77;1
72.92;53.93;1
78.54;54.15;1
74.7;54.26;1
58.6;55.13;1
33.58;55.19;1
80.25;56.53;1
49.24;56.73;1
79.47;56.87;1
70.37;57.8;1
66.67;58.13;1
28;59.37;1
70.43;59.41;1
55.55;60.44;1
38.66;60.62;1
41.86;62.22;1
77.63;62.6;1
3.08;62.88;1
67.36;63.08;1
60.72;63.36;1
62.87;63.51;1
68.22;63.56;1
59.16;63.95;1
69.3;64.76;1
72.28;65.42;1
42.19;66.96;1
5.25;67.57;1
58.58;67.81;1
75.26;69.84;1
64.47;70.09;1
60.35;70.44;1
75.6;70.75;1
71.93;71.31;1
59.49;71.67;1
67.26;71.84;1
70.75;72.52;1
39.8;72.63;1
51.34;73.98;1
61.74;73.99;1
41.69;74.53;1
42.07;74.77;1
74.23;75.78;1
74.72;75.95;1
34.67;76.04;1
39.15;76.2;1
61.91;76.35;1
70.72;76.59;1
74.76;77.05;1
51.33;77.09;1
2.89;77.1;1
30.39;77.78;1
73.8;78.08;1
79.95;78.09;1
59.96;78.17;1
55.52;78.69;1
18.77;78.7;1
60.62;79.84;1
74.83;80.75;1
38.46;81.88;1
63.87;81.89;1
76.46;82.07;1
63.44;82.17;1
14.43;82.3;1
34.27;82.31;1
59.2;82.7;1
69.75;82.88;1
46.51;83.56;1
15.24;83.96;1
32.97;84.24;1
56.19;85.23;1
31.91;1.06;2
77.75;1.06;2
25.7;1.34;2
79.17;1.44;2
51.27;2.55;2
78.01;3.91;2
79.74;5.94;2
1.41;8.23;2
26.23;8.73;2
68.78;11.44;2
66.6;13.79;2
66.31;13.8;2
61.46;19.2;2
49.47;19.71;2
48.1;22.62;2
74.57;24.33;2
50.42;24.38;2
75.52;26.34;2
34.54;26.48;2
66.96;27.4;2
72.57;30.01;2
73.1;31.25;2
72.58;32.38;2
56.98;33.24;2
70.36;33.71;2
71.96;35.47;2
77.02;37.3;2
5.17;38.28;2
78.54;39.73;2
70.95;43.12;2
75.69;44.44;2
77.74;45.22;2
13.63;47.45;2
74.25;48.45;2
66.61;50.11;2
2.71;51.8;2
38.56;52.11;2
53.7;52.28;2
72.62;52.88;2
53.03;53.18;2
42.25;53.28;2
54.71;53.37;2
67.63;54.76;2
43.57;55.1;2
62.94;55.25;2
62.32;55.35;2
61.76;55.92;2
7.73;55.97;2
39.43;56.17;2
54.19;56.62;2
57.45;56.65;2
61.64;56.7;2
65.39;56.78;2
52.81;56.88;2
61.11;57.13;2
53.45;57.25;2
64.58;57.34;2
53.01;57.91;2
66.02;58.05;2
58.47;58.11;2
56.52;58.17;2
65.04;58.36;2
66.61;58.36;2
52.09;58.45;2
60.08;58.59;2
64.09;58.63;2
64.68;58.79;2
53.6;58.85;2
52.75;58.9;2
52.67;58.95;2
52.89;58.96;2
55.56;58.99;2
52.07;59.07;2
52.59;59.18;2
67.91;59.27;2
46.03;59.3;2
45.53;59.44;2
56.97;59.45;2
53.02;59.63;2
55.44;59.68;2
66.37;59.75;2
53.1;59.79;2
42.71;59.85;2
54.19;59.86;2
54.71;59.98;2
45.38;60.03;2
54.29;60.07;2
64.79;60.12;2
64.14;60.21;2
44.4;60.38;2
52.88;60.64;2
54.21;60.71;2
52.25;60.8;2
53.92;61.53;2
52.77;61.58;2
52.68;61.71;2
52.21;61.88;2
53.35;62.07;2
66.73;62.86;2
54.08;62.89;2
53.54;62.92;2
66.19;63.08;2
52;63.15;2
52.43;63.28;2
66.67;63.94;2
66.4;63.97;2
35.4;64.02;2
53.76;64.81;2
35.03;64.99;2
53.69;65.04;2
38.66;65.2;2
4.44;65.23;2
52.71;65.3;2
41.37;65.52;2
36.06;65.64;2
43.95;65.85;2
39.14;66.06;2
4.96;66.16;2
71.92;66.24;2
4.68;66.31;2
38.58;66.5;2
41.8;66.56;2
36.32;66.88;2
38.37;67.14;2
39.01;67.35;2
37.94;67.38;2
40.3;67.42;2
40.42;67.57;2
45.45;67.78;2
76.02;67.85;2
32.46;68.13;2
53.29;68.17;2
44.22;68.25;2
39.17;68.61;2
34.26;68.81;2
30.1;68.89;2
38.26;68.92;2
34.32;69;2
37.56;69.04;2
36.98;69.14;2
44.26;69.14;2
45.19;69.23;2
31.18;69.29;2
37.55;69.47;2
38.19;69.49;2
39.93;69.61;2
29.81;69.65;2
36.44;69.67;2
34.12;69.69;2
22.96;69.78;2
39.37;69.89;2
36.34;69.93;2
36.61;70.05;2
38.9;70.07;2
36.17;70.19;2
42.81;70.23;2
40.23;70.32;2
41.01;70.34;2
36.15;70.35;2
37.6;70.4;2
48.08;70.42;2
30.18;70.46;2
46.72;70.46;2
37.96;70.5;2
40.88;70.5;2
37.29;70.62;2
37.99;70.63;2
45.56;70.65;2
34.79;70.81;2
38.17;70.85;2
39.29;70.86;2
35.1;70.93;2
39.59;70.94;2
30.36;71.2;2
31.25;71.22;2
36.63;71.22;2
28.44;71.88;2
50.64;72.11;2
42.31;72.17;2
34.48;72.19;2
30.17;72.37;2
36.51;72.89;2
31.57;73.46;2
3.36;73.53;2
18.84;79.78;2
67.06;80.34;2
75.98;80.82;2
67.36;81.35;2
67.72;81.79;2
67.25;81.94;2
77.42;82.54;2
69.66;83.62;2
15.28;84.33;2
